Name,Type,RA,Dec,Const,B-Mag,M
NGC0738,G,01:56:45.69,+33:03:30.0,Tri,15.94,
NGC0739,G,01:56:54.69,+33:16:00.1,Tri,14.74,
NGC0740,G,01:56:54.87,+33:00:54.6,Tri,14.81,
NGC0741,G,01:56:21.03,+05:37:44.2,Psc,12.31,
NGC0742,G,01:56:24.17,+05:37:36.1,Psc,15.03,
NGC0743,OCl,01:58:31.29,+60:09:58.7,Cas,,
NGC0744,OCl,01:58:29.92,+55:28:28.6,Per,8.38,
NGC0745,GGroup,01:54:08.66,-56:41:26.7,Eri,,
NGC0745 NED01,G,01:54:07.72,-56:41:37.2,Eri,13.99,
NGC0745 NED02,G,01:54:07.61,-56:41:14.5,Eri,15.21,
NGC0745 NED03,G,01:54:11.33,-56:41:07.7,Eri,15.11,
NGC0746,G,01:57:51.01,+44:55:06.9,And,13.70,
NGC0747,G,01:57:30.45,-09:27:44.5,Cet,14.50,
NGC0748,G,01:56:21.80,-04:28:03.5,Cet,13.42,
NGC0749,G,01:55:41.12,-29:55:20.4,For,13.53,
NGC0750,G,01:57:32.73,+33:12:33.4,Tri,13.11,
NGC0751,G,01:57:32.99,+33:12:11.1,Tri,13.39,
NGC0752,OCl,01:57:34.82,+37:50:00.2,And,6.47,
NGC0753,G,01:57:42.20,+35:54:58.0,And,13.07,
NGC0754,G,01:54:20.84,-56:45:39.8,Eri,15.25,
NGC0755,G,01:56:22.68,-09:03:41.1,Cet,13.10,
NGC0756,GPair,01:54:29.05,-16:42:25.8,Cet,15.00,
NGC0757,Dup,01:54:56.21,-09:00:38.9,Cet,,
NGC0758,G,01:55:42.14,-03:03:59.3,Cet,15.42,
NGC0759,G,01:57:50.33,+36:20:35.2,And,13.83,
NGC0760,**,01:57:47.40,+33:21:19.4,Tri,14.50,
NGC0761,G,01:57:49.59,+33:22:37.7,Tri,14.42,
NGC0762,G,01:56:57.79,-05:24:10.3,Cet,14.00,
NGC0763,Dup,01:56:22.68,-09:03:41.1,Cet,,
NGC0764,**,01:57:03.27,-16:03:45.0,Cet,,
NGC0765,G,01:58:48.00,+24:53:32.9,Ari,13.87,
NGC0766,G,01:58:41.95,+08:20:47.9,Psc,14.30,
NGC0767,G,01:58:50.80,-09:35:13.7,Cet,15.37,
NGC0768,G,01:58:40.93,+00:31:45.2,Cet,14.20,
NGC0769,G,01:59:35.90,+30:54:35.7,Tri,13.36,
NGC0770,G,01:59:13.64,+18:57:16.8,Ari,14.15,
NGC0771,*,02:03:26.59,+72:25:15.2,Cas,3.97,
NGC0772,G,01:59:19.58,+19:00:27.1,Ari,10.71,
NGC0773,G,01:58:52.00,-11:30:52.7,Cet,13.91,
NGC0774,G,01:59:34.73,+14:00:29.5,Ari,14.28,
NGC0775,G,01:58:32.67,-26:17:37.4,For,13.38,
NGC0776,G,01:59:54.49,+23:38:39.8,Ari,13.44,
NGC0777,G,02:00:14.90,+31:25:46.5,Tri,12.50,
NGC0778,G,02:00:19.44,+31:18:46.9,Tri,14.14,
NGC0779,G,01:59:42.28,-05:57:47.5,Cet,11.96,
NGC0780,G,02:00:35.18,+28:13:30.5,Tri,14.58,
NGC0781,G,02:00:08.96,+12:39:22.0,Ari,13.91,
NGC0782,G,01:57:40.38,-57:47:24.6,Eri,12.62,
NGC0783,G,02:01:06.61,+31:52:56.9,Tri,12.72,
NGC0784,G,02:01:16.93,+28:50:14.1,Tri,12.21,
NGC0785,G,02:01:40.00,+31:49:35.4,Tri,13.85,
NGC0786,G,02:01:24.72,+15:38:47.5,Ari,14.27,
NGC0787,G,02:00:48.62,-09:00:09.3,Cet,13.63,
NGC0788,G,02:01:06.45,-06:48:55.9,Cet,13.06,
NGC0789,G,02:02:26.01,+32:04:20.1,Tri,13.98,
NGC0790,G,02:01:21.60,-05:22:15.5,Cet,13.96,
NGC0791,G,02:01:44.22,+08:29:59.8,Psc,14.72,
NGC0792,G,02:02:15.33,+15:42:43.9,Ari,14.53,
NGC0793,**,02:02:54.54,+31:58:50.6,Tri,,
NGC0794,G,02:02:29.33,+18:22:22.8,Ari,13.81,
NGC0795,G,01:59:49.36,-55:49:27.0,Eri,14.23,
NGC0796,OCl,01:56:43.75,-74:13:12.0,Hyi,,
NGC0797,GPair,02:03:26.30,+38:06:52.0,And,,
NGC0797 NED01,G,02:03:24.55,+38:06:44.0,And,16.50,
NGC0797 NED02,G,02:03:27.94,+38:07:01.0,And,13.58,
NGC0798,G,02:03:19.60,+32:04:39.1,Tri,14.63,
NGC0799,G,02:02:12.34,-00:06:02.3,Cet,14.14,
NGC0800,G,02:02:11.85,-00:07:49.6,Cet,14.40,
NGC0801,G,02:03:44.83,+38:15:31.4,And,13.94,
NGC0802,G,01:59:06.00,-67:52:12.5,Hyi,14.15,
NGC0803,G,02:03:44.70,+16:01:51.5,Ari,13.03,
NGC0804,G,02:04:02.11,+30:49:58.3,Tri,14.63,
NGC0805,G,02:04:29.57,+28:48:44.4,Tri,14.83,
NGC0806,G,02:03:31.15,-09:56:00.1,Cet,14.61,
NGC0807,G,02:04:55.66,+28:59:14.8,Tri,13.75,
NGC0808,G,02:03:56.60,-23:18:41.8,Cet,14.17,
NGC0809,G,02:04:18.97,-08:44:07.1,Cet,14.59,
NGC0810,GPair,02:05:28.90,+13:15:05.0,Ari,,
NGC0810 NED01,G,02:05:28.51,+13:15:04.4,Ari,15.04,
NGC0810 NED02,G,02:05:29.29,+13:15:03.5,Ari,15.83,
NGC0811,G,02:04:34.84,-10:06:30.5,Cet,15.60,
NGC0812,G,02:06:51.50,+44:34:22.5,And,12.67,
NGC0813,G,02:01:36.07,-68:26:21.1,Hyi,13.85,
NGC0814,G,02:10:37.63,-15:46:24.9,Cet,14.83,
NGC0815,GPair,02:10:39.40,-15:48:46.0,Cet,,
NGC0815 NED01,G,02:10:39.20,-15:48:44.7,Cet,,
NGC0815 NED02,G,02:10:39.51,-15:48:48.2,Cet,16.24,
NGC0816,G,02:08:08.85,+29:15:21.0,Tri,15.24,
NGC0817,G,02:07:33.71,+17:12:09.5,Ari,13.86,
NGC0818,G,02:08:44.52,+38:46:37.9,And,13.18,
NGC0819,G,02:08:34.37,+29:14:02.5,Tri,14.09,
NGC0820,G,02:08:24.98,+14:20:58.4,Ari,13.70,
NGC0821,G,02:08:21.14,+10:59:41.7,Ari,11.76,
NGC0822,G,02:06:39.14,-41:09:24.3,Phe,14.13,
NGC0823,G,02:07:20.05,-25:26:30.8,For,13.72,
NGC0824,G,02:06:53.26,-36:27:11.4,For,14.10,
NGC0825,G,02:08:32.36,+06:19:25.4,Cet,14.39,
NGC0826,G,02:09:25.05,+30:44:22.9,Tri,15.31,
NGC0827,G,02:08:56.26,+07:58:17.3,Cet,13.89,
NGC0828,G,02:10:09.57,+39:11:25.3,And,13.14,
NGC0829,G,02:08:42.38,-07:47:25.9,Cet,14.21,
NGC0830,G,02:08:58.68,-07:46:00.5,Cet,14.35,
NGC0831,G,02:09:34.60,+06:05:46.8,Cet,15.22,
NGC0832,**,02:11:00.83,+35:32:28.5,Tri,,
NGC0833,G,02:09:20.84,-10:07:59.1,Cet,13.71,
NGC0834,G,02:11:01.29,+37:39:58.6,And,13.82,
NGC0835,G,02:09:24.60,-10:08:09.3,Cet,13.16,
NGC0836,G,02:10:24.88,-22:03:17.5,Cet,14.47,
NGC0837,G,02:10:16.25,-22:25:53.4,Cet,14.85,
NGC0838,G,02:09:38.53,-10:08:48.1,Cet,13.53,
NGC0839,G,02:09:42.93,-10:11:02.7,Cet,13.97,
NGC0840,G,02:10:16.21,+07:50:43.1,Cet,14.30,
NGC0841,G,02:11:17.36,+37:29:49.8,And,13.39,
NGC0842,G,02:09:50.79,-07:45:44.9,Cet,13.63,
NGC0843,Other,02:11:08.11,+32:05:50.7,Tri,,
NGC0844,G,02:10:14.25,+06:02:59.3,Cet,14.80,
NGC0845,G,02:12:19.79,+37:28:38.4,And,14.34,
NGC0846,G,02:12:12.32,+44:34:06.2,And,13.10,
NGC0847,Dup,02:12:12.32,+44:34:06.2,And,,
NGC0848,G,02:10:17.64,-10:19:17.2,Cet,13.66,
NGC0849,G,02:10:11.19,-22:19:22.8,Cet,15.42,
NGC0850,G,02:11:13.61,-01:29:08.1,Cet,14.00,
NGC0851,G,02:11:12.09,+03:46:46.9,Cet,14.64,
NGC0852,G,02:08:55.46,-56:44:13.4,Eri,14.19,
NGC0853,G,02:11:41.19,-09:18:21.6,Cet,15.87,
NGC0854,G,02:11:30.75,-35:50:06.4,For,13.81,
NGC0855,G,02:14:03.49,+27:52:38.4,Tri,13.27,
NGC0856,G,02:13:38.36,-00:43:02.2,Cet,14.13,
NGC0857,G,02:12:36.97,-31:56:40.6,For,13.48,
NGC0858,G,02:12:30.17,-22:28:17.5,Cet,14.32,
NGC0859,Dup,02:13:38.36,-00:43:02.2,Cet,,
NGC0860,G,02:15:00.15,+30:46:43.7,Tri,15.11,
NGC0861,G,02:15:51.14,+35:54:48.9,Tri,14.72,
NGC0862,G,02:13:03.00,-42:02:00.7,Phe,13.85,
NGC0863,G,02:14:33.56,-00:46:00.1,Cet,13.94,
NGC0864,G,02:15:27.64,+06:00:09.4,Cet,11.62,
NGC0865,G,02:16:15.11,+28:35:59.0,Tri,13.91,
NGC0866,Dup,02:14:33.56,-00:46:00.1,Cet,,
NGC0867,G,02:17:04.78,+01:14:39.1,Cet,14.01,
NGC0868,G,02:15:58.48,-00:42:49.1,Cet,15.55,
NGC0869,OCl,02:18:58.56,+57:07:02.1,Per,4.30,
NGC0870,G,02:17:09.22,+14:31:23.2,Ari,16.38,
NGC0871,G,02:17:10.73,+14:32:52.2,Ari,14.14,
NGC0872,G,02:15:25.23,-17:46:51.8,Cet,14.54,
NGC0873,G,02:16:32.36,-11:20:54.8,Cet,12.89,
NGC0874,G,02:16:01.15,-23:18:06.2,Cet,15.11,
NGC0875,Dup,02:17:04.78,+01:14:39.1,Cet,,
NGC0876,G,02:17:53.31,+14:31:16.6,Ari,16.50,
NGC0877,G,02:17:59.64,+14:32:38.6,Ari,12.53,
NGC0878,G,02:17:54.26,-23:23:02.6,Cet,14.71,
NGC0879,G,02:16:51.20,-08:57:50.5,Cet,15.35,
NGC0880,G,02:18:27.18,-04:12:20.7,Cet,15.70,
NGC0881,G,02:18:45.27,-06:38:20.7,Cet,13.23,
NGC0882,G,02:19:39.91,+15:48:51.3,Ari,14.87,
NGC0883,G,02:19:05.18,-06:47:27.3,Cet,13.50,
NGC0884,OCl,02:22:32.10,+57:08:38.8,Per,4.40,
NGC0885,Dup,02:14:33.56,-00:46:00.1,Cet,,
NGC0886,OCl,02:23:11.77,+63:46:43.5,Cas,,
NGC0887,G,02:19:32.61,-16:04:11.0,Cet,13.50,
NGC0888,G,02:17:27.10,-59:51:39.8,Hor,14.48,
NGC0889,G,02:19:06.93,-41:44:57.6,Phe,14.62,
NGC0890,G,02:22:01.01,+33:15:57.8,Tri,12.85,
NGC0891,G,02:22:33.41,+42:20:56.9,And,10.84,
NGC0892,G,02:20:52.02,-23:06:49.1,Cet,15.62,
NGC0893,G,02:19:58.58,-41:24:11.3,Phe,13.58,
NGC0894,Other,02:21:34.57,-05:30:36.8,Cet,,
NGC0895,G,02:21:36.47,-05:31:17.0,Cet,12.30,
NGC0896,Neb,02:25:27.82,+62:01:09.7,Cas,,
NGC0897,G,02:21:06.37,-33:43:14.4,For,12.81,
NGC0898,G,02:23:20.37,+41:57:05.1,And,13.71,
NGC0899,G,02:21:53.14,-20:49:23.7,Cet,13.10,
NGC0900,G,02:23:32.18,+26:30:41.5,Ari,14.98,
NGC0901,G,02:23:34.09,+26:33:25.4,Ari,15.66,
NGC0902,G,02:22:21.76,-16:40:44.6,Cet,14.82,
NGC0903,G,02:24:00.88,+27:21:22.6,Ari,16.71,
NGC0904,G,02:24:05.57,+27:20:32.6,Ari,14.98,
NGC0905,G,02:22:43.57,-08:43:08.5,Cet,15.70,
NGC0906,G,02:25:16.26,+42:05:23.6,And,13.78,
NGC0907,G,02:23:01.91,-20:42:43.4,Cet,13.17,
NGC0908,G,02:23:04.57,-21:14:01.9,Cet,10.82,
NGC0909,G,02:25:22.79,+42:02:08.4,And,14.51,
NGC0910,G,02:25:26.78,+41:49:27.4,And,13.26,
NGC0911,G,02:25:42.40,+41:57:22.6,And,13.95,
NGC0912,G,02:25:42.73,+41:46:38.8,And,14.91,
NGC0913,G,02:25:44.64,+41:47:57.9,And,15.00,
NGC0914,G,02:26:05.18,+42:08:38.7,And,13.81,
NGC0915,G,02:25:45.58,+27:13:15.6,Ari,15.20,
NGC0916,G,02:25:47.64,+27:14:33.1,Ari,15.13,
NGC0917,G,02:26:07.69,+31:54:44.4,Tri,14.40,
NGC0918,G,02:25:50.84,+18:29:46.5,Ari,13.09,
NGC0919,G,02:26:16.67,+27:12:43.6,Ari,15.43,
NGC0920,G,02:27:51.78,+45:56:49.4,And,15.54,
NGC0921,G,02:26:33.42,-15:50:51.1,Cet,15.41,
NGC0922,G,02:25:04.42,-24:47:17.4,For,12.40,
NGC0923,G,02:27:34.64,+41:58:39.4,And,14.37,
NGC0924,G,02:26:46.83,+20:29:51.0,Ari,13.74,
NGC0925,G,02:27:16.88,+33:34:45.0,Tri,10.59,
NGC0926,G,02:26:06.71,-00:19:55.0,Cet,14.02,
NGC0927,G,02:26:37.31,+12:09:19.2,Ari,14.44,
NGC0928,G,02:27:41.02,+27:13:16.3,Ari,14.63,
NGC0929,G,02:27:18.22,-12:05:12.9,Cet,15.02,
NGC0930,Other,02:27:51.44,+20:20:30.4,Ari,,
NGC0931,G,02:28:14.48,+31:18:42.0,Tri,14.41,
NGC0932,G,02:27:54.69,+20:19:56.9,Ari,13.88,
NGC0933,G,02:29:17.49,+45:54:40.7,And,15.30,
NGC0934,G,02:27:32.93,-00:14:40.4,Cet,14.29,
NGC0935,G,02:28:11.15,+19:35:56.8,Ari,13.81,
NGC0936,G,02:27:37.46,-01:09:22.6,Cet,11.19,
NGC0937,G,02:29:28.08,+42:14:59.9,And,14.96,
NGC0938,G,02:28:33.51,+20:17:01.3,Ari,13.75,
NGC0939,G,02:26:21.32,-44:26:46.2,Eri,14.05,
NGC0940,G,02:29:27.50,+31:38:27.3,Tri,13.35,
NGC0941,G,02:28:27.85,-01:09:05.5,Cet,13.04,
NGC0942,G,02:29:10.25,-10:50:10.1,Cet,14.48,
NGC0943,G,02:29:09.68,-10:49:41.0,Cet,14.35,
NGC0944,G,02:26:41.53,-14:30:56.3,Cet,15.00,
NGC0945,G,02:28:37.28,-10:32:20.3,Cet,12.79,
NGC0946,G,02:30:38.43,+42:13:57.4,And,14.50,
NGC0947,G,02:28:33.12,-19:02:31.6,Cet,13.20,
NGC0948,G,02:28:45.47,-10:30:50.0,Cet,14.06,
NGC0949,G,02:30:48.65,+37:08:12.4,Tri,12.48,
NGC0950,G,02:29:11.77,-11:01:28.9,Cet,14.48,
NGC0951,G,02:28:56.88,-22:20:58.0,Cet,15.49,
NGC0952,Dup,02:29:27.50,+31:38:27.3,Tri,,
NGC0953,G,02:31:09.78,+29:35:19.5,Tri,14.46,
NGC0954,G,02:28:51.63,-41:24:09.6,Eri,13.59,
NGC0955,G,02:30:33.15,-01:06:30.3,Cet,12.92,
NGC0956,OCl,02:32:30.90,+44:35:36.5,And,,
NGC0957,OCl,02:33:19.03,+57:34:10.9,Per,8.34,
NGC0958,G,02:30:42.83,-02:56:20.4,Cet,12.91,
NGC0959,G,02:32:23.94,+35:29:40.7,Tri,12.96,
NGC0960,G,02:31:41.36,-09:18:01.6,Cet,14.78,
NGC0961,G,02:41:02.49,-06:56:09.3,Cet,13.25,
NGC0962,G,02:32:39.83,+28:04:11.8,Ari,14.15,
NGC0963,G,02:30:31.28,-04:12:55.5,Cet,14.31,
NGC0964,G,02:31:05.79,-36:02:04.8,For,13.53,
NGC0965,G,02:32:25.10,-18:38:23.0,Cet,14.85,
NGC0966,G,02:31:47.16,-19:52:54.1,Cet,13.88,
NGC0967,G,02:32:12.71,-17:13:00.7,Cet,13.80,
NGC0968,G,02:34:06.21,+34:28:47.6,Tri,13.74,
NGC0969,G,02:34:08.20,+32:56:49.0,Tri,13.45,
NGC0970,GPair,02:34:11.30,+32:58:34.0,Tri,,
NGC0970 NED01,G,02:34:10.74,+32:58:29.5,Tri,,
NGC0970 NED02,G,02:34:11.70,+32:58:38.2,Tri,15.66,
NGC0971,*,02:34:16.05,+32:59:13.6,Tri,,
NGC0972,G,02:34:13.38,+29:18:40.6,Ari,12.16,
NGC0973,G,02:34:20.11,+32:30:20.2,Tri,13.56,
NGC0974,G,02:34:25.80,+32:57:16.2,Tri,14.05,
NGC0975,G,02:33:22.75,+09:36:06.1,Cet,14.16,
NGC0976,G,02:34:00.02,+20:58:36.4,Ari,13.23,
NGC0977,G,02:33:03.43,-10:45:35.9,Cet,14.16,
NGC0978,GPair,02:34:47.60,+32:50:37.0,Tri,,
NGC0978A,G,02:34:46.97,+32:50:46.3,Tri,13.26,
NGC0978B,G,02:34:48.10,+32:50:29.0,Tri,15.00,
NGC0979,G,02:31:38.79,-44:31:27.5,Eri,13.83,
NGC0980,G,02:35:18.56,+40:55:35.4,And,14.21,
NGC0981,G,02:32:59.89,-10:58:26.2,Cet,14.54,
NGC0982,G,02:35:24.87,+40:52:11.0,And,13.11,
NGC0983,G,02:38:55.64,+34:37:20.2,Tri,13.94,
NGC0984,G,02:34:43.10,+23:24:46.8,Ari,14.72,
NGC0985,G,02:34:37.77,-08:47:15.4,Cet,14.05,
NGC0986,G,02:33:34.35,-39:02:42.2,For,11.65,
NGC0986A,G,02:32:41.45,-39:17:46.4,For,14.60,
NGC0987,G,02:36:49.61,+33:19:38.1,Tri,13.32,
NGC0988,G,02:35:27.75,-09:21:22.3,Cet,10.94,
NGC0989,G,02:33:46.05,-16:30:40.2,Cet,15.09,
NGC0990,G,02:36:18.21,+11:38:31.5,Ari,13.49,
NGC0991,G,02:35:32.68,-07:09:16.0,Cet,12.96,
NGC0992,G,02:37:25.49,+21:06:03.0,Ari,15.53,
NGC0993,G,02:36:46.06,+02:03:01.5,Cet,14.86,
NGC0994,Dup,02:36:46.06,+02:03:01.5,Cet,,
NGC0995,G,02:38:32.04,+41:31:45.3,And,14.83,
NGC0996,G,02:38:39.87,+41:38:51.1,And,14.46,
NGC0997,GPair,02:37:14.50,+07:18:28.0,Cet,,
NGC0997 NED01,G,02:37:14.42,+07:18:35.2,Cet,,
NGC0997 NED02,G,02:37:14.50,+07:18:20.3,Cet,14.71,
NGC0998,G,02:37:16.50,+07:20:08.9,Cet,14.60,
NGC0999,G,02:38:47.46,+41:40:13.8,And,14.67,
NGC1000,G,02:38:49.74,+41:27:34.9,And,15.45,
NGC1001,G,02:39:12.65,+41:40:18.2,Per,14.66,
NGC1002,Dup,02:38:55.64,+34:37:20.2,Tri,,
NGC1003,G,02:39:16.89,+40:52:20.3,Per,12.09,
NGC1004,G,02:37:41.78,+01:58:31.1,Cet,13.69,
NGC1005,G,02:39:29.20,+41:29:20.3,Per,14.50,
NGC1006,G,02:37:34.86,-11:01:30.0,Cet,14.05,
NGC1007,G,02:37:52.26,+02:09:21.7,Cet,16.45,
NGC1008,G,02:37:55.29,+02:04:46.7,Cet,14.87,
NGC1009,G,02:38:19.07,+02:18:36.1,Cet,15.30,
NGC1010,Dup,02:37:34.86,-11:01:30.0,Cet,,
NGC1011,G,02:37:38.89,-11:00:20.0,Cet,14.87,
NGC1012,G,02:39:14.91,+30:09:05.0,Ari,12.99,
NGC1013,G,02:37:50.47,-11:30:26.1,Cet,15.02,
NGC1014,**,02:38:00.85,-09:34:24.2,Cet,,
NGC1015,G,02:38:11.56,-01:19:07.3,Cet,13.35,
NGC1016,G,02:38:19.56,+02:07:09.3,Cet,12.65,
NGC1017,G,02:37:49.84,-11:00:37.0,Cet,14.89,
NGC1018,G,02:38:10.36,-09:32:38.1,Cet,15.26,
NGC1019,G,02:38:27.41,+01:54:27.8,Cet,14.53,
NGC1020,G,02:38:44.34,+02:13:52.6,Cet,14.93,
NGC1021,G,02:38:48.02,+02:13:02.7,Cet,15.04,
NGC1022,G,02:38:32.71,-06:40:38.7,Cet,12.11,
NGC1023,G,02:40:24.01,+39:03:47.8,Per,9.56,
NGC1023A,G,02:40:37.7,+39:03:27,Per,14.48,
NGC1024,G,02:39:11.96,+10:50:48.6,Ari,13.22,
NGC1025,G,02:36:19.93,-54:51:51.0,Hor,14.07,
NGC1026,G,02:39:19.22,+06:32:38.4,Cet,14.06,
NGC1027,OCl,02:42:35.06,+61:35:39.7,Cas,7.28,
NGC1028,G,02:39:37.15,+10:50:37.2,Ari,15.23,
NGC1029,G,02:39:36.54,+10:47:36.0,Ari,14.34,
NGC1030,G,02:39:50.60,+18:01:27.4,Ari,14.42,
NGC1031,G,02:36:38.76,-54:51:35.2,Hor,13.40,
NGC1032,G,02:39:23.64,+01:05:37.6,Cet,12.65,
NGC1033,G,02:40:16.12,-08:46:37.0,Cet,14.69,
NGC1034,G,02:38:14.02,-15:48:32.7,Cet,14.57,
NGC1035,G,02:39:29.09,-08:07:58.6,Cet,12.89,
NGC1036,G,02:40:28.99,+19:17:49.6,Ari,13.77,
NGC1037,Other,02:39:58.38,-01:44:02.6,Cet,,
NGC1038,G,02:40:06.32,+01:30:31.6,Cet,14.32,
NGC1039,OCl,02:42:07.40,+42:44:46.1,Per,5.37,34
NGC1040,G,02:43:12.44,+41:30:02.2,Per,13.95,
NGC1041,G,02:40:25.22,-05:26:25.6,Cet,14.09,
NGC1042,G,02:40:23.97,-08:26:00.8,Cet,11.63,
NGC1043,G,02:40:46.57,+01:20:35.3,Cet,15.74,
NGC1044,GPair,02:41:06.60,+08:44:14.0,Cet,,
NGC1044 NED01,G,02:41:06.16,+08:44:16.9,Cet,14.42,
NGC1044 NED02,G,02:41:07.25,+08:44:10.2,Cet,15.16,
NGC1045,G,02:40:29.12,-11:16:39.2,Cet,13.42,
NGC1046,G,02:41:12.85,+08:43:09.8,Cet,14.70,
NGC1047,G,02:40:32.84,-08:08:51.6,Cet,14.43,
NGC1048,G,02:40:37.95,-08:32:00.1,Cet,15.47,
NGC1048A,G,02:40:35.7,-08:32:50,Cet,15.49,
NGC1049,GCl,02:39:48.14,-34:15:29.7,For,13.59,
NGC1050,G,02:42:35.59,+34:45:48.6,Per,13.44,
NGC1051,Dup,02:41:02.49,-06:56:09.3,Cet,,
NGC1052,G,02:41:04.80,-08:15:20.8,Cet,11.45,
NGC1053,Dup,02:43:12.44,+41:30:02.2,Per,,
NGC1054,G,02:42:15.74,+18:13:01.9,Ari,14.54,
NGC1055,G,02:41:45.23,+00:26:35.4,Cet,11.41,
NGC1056,G,02:42:48.30,+28:34:27.1,Ari,13.40,
NGC1057,G,02:43:02.90,+32:29:28.3,Tri,15.72,
NGC1058,G,02:43:30.00,+37:20:28.8,Per,11.96,
NGC1059,**,02:42:35.60,+17:59:48.3,Ari,,
NGC1060,G,02:43:15.05,+32:25:29.9,Tri,13.01,
NGC1061,G,02:43:15.76,+32:28:00.2,Tri,15.13,
NGC1062,*,02:43:24.02,+32:27:43.7,Tri,,
NGC1063,G,02:42:10.06,-05:34:06.8,Cet,14.44,
NGC1064,G,02:42:23.53,-09:21:44.2,Cet,15.02,
NGC1065,G,02:42:06.27,-15:05:29.6,Cet,14.90,
NGC1066,G,02:43:49.94,+32:28:30.0,Tri,14.79,
NGC1067,G,02:43:50.52,+32:30:42.8,Tri,14.55,
NGC1068,G,02:42:40.71,-00:00:47.8,Cet,9.74,77
NGC1069,G,02:42:59.82,-08:17:22.2,Cet,14.28,
NGC1070,G,02:43:22.27,+04:58:06.3,Cet,12.88,
NGC1071,G,02:43:07.85,-08:46:26.0,Cet,15.35,
NGC1072,G,02:43:31.31,+00:18:24.5,Cet,14.27,
NGC1073,G,02:43:40.52,+01:22:34.0,Cet,11.68,
NGC1074,G,02:43:36.12,-16:17:49.5,Cet,15.18,
NGC1075,G,02:43:33.55,-16:12:04.0,Cet,15.45,
NGC1076,G,02:43:29.25,-14:45:15.5,Cet,13.71,
NGC1077,GPair,02:46:01.7,+40:05:30,Per,,
NGC1077A,G,02:46:02.9,+40:05:36,Per,17.09,
NGC1077B,G,02:46:00.6,+40:05:25,Per,14.54,
NGC1078,G,02:44:08.04,-09:27:08.6,Cet,15.20,
NGC1079,G,02:43:44.34,-29:00:12.1,For,12.32,
NGC1080,G,02:45:09.94,-04:42:38.8,Cet,14.14,
NGC1081,G,02:45:05.52,-15:35:16.1,Eri,14.36,
NGC1082,G,02:45:41.25,-08:10:49.9,Eri,14.71,
NGC1083,G,02:45:40.60,-15:21:28.0,Eri,15.19,
NGC1084,G,02:45:59.91,-07:34:42.5,Eri,11.18,
NGC1085,G,02:46:25.30,+03:36:26.2,Cet,13.77,
NGC1086,G,02:47:56.37,+41:14:47.3,Per,13.53,
NGC1087,G,02:46:25.16,-00:29:55.1,Cet,11.52,
NGC1088,GPair,02:47:04.40,+16:12:04.0,Ari,,
NGC1088 NED01,G,02:47:04.01,+16:11:59.7,Ari,14.76,
NGC1088 NED02,G,02:47:04.89,+16:12:08.7,Ari,17.17,
NGC1089,G,02:46:10.10,-15:04:23.5,Eri,14.66,
NGC1090,G,02:46:33.94,-00:14:49.8,Cet,12.60,
NGC1091,G,02:45:22.43,-17:31:59.4,Eri,16.10,
NGC1092,G,02:45:29.57,-17:32:32.2,Eri,15.51,
NGC1093,G,02:48:16.15,+34:25:11.2,Tri,14.24,
NGC1094,G,02:47:27.83,-00:17:06.4,Cet,13.56,
NGC1095,G,02:47:37.86,+04:38:15.5,Cet,14.13,
NGC1096,G,02:43:49.29,-59:54:48.3,Hor,13.51,
NGC1097,G,02:46:19.05,-30:16:29.6,For,10.14,
NGC1097A,G,02:46:09.9,-30:13:41,For,13.97,
NGC1098,G,02:44:53.67,-17:39:32.9,Eri,13.69,
NGC1099,G,02:45:18.02,-17:42:30.1,Eri,14.09,
NGC1100,G,02:45:36.07,-17:41:20.2,Eri,14.03,
NGC1101,G,02:48:14.83,+04:34:40.9,Cet,13.99,
NGC1102,G,02:47:12.90,-22:12:31.8,Eri,15.33,
NGC1103,G,02:48:06.00,-13:57:33.2,Eri,13.60,
NGC1104,G,02:48:38.69,-00:16:17.5,Cet,14.58,
NGC1105,G,02:43:41.98,-15:42:20.1,Cet,15.16,
NGC1106,G,02:50:40.51,+41:40:17.4,Per,13.65,
NGC1107,G,02:49:19.61,+08:05:33.5,Cet,13.48,
NGC1108,G,02:48:38.54,-07:57:04.0,Eri,14.71,
NGC1109,G,02:47:43.58,+13:15:19.2,Ari,15.37,
NGC1110,G,02:49:09.57,-07:50:15.2,Eri,14.50,
NGC1111,G,02:48:39.35,+13:15:34.3,Ari,15.92,
NGC1112,G,02:49:00.37,+13:13:25.5,Ari,14.85,
NGC1113,*,02:50:05.05,+13:19:38.7,Ari,,
NGC1114,G,02:49:07.20,-16:59:36.1,Eri,13.27,
NGC1115,G,02:50:25.38,+13:15:58.4,Ari,15.53,
NGC1116,G,02:50:35.69,+13:20:06.2,Ari,15.33,
NGC1117,G,02:51:13.11,+13:11:07.1,Ari,14.86,
NGC1118,G,02:49:58.67,-12:09:49.4,Eri,14.25,
NGC1119,G,02:48:17.08,-17:59:15.4,Eri,15.06,
NGC1120,G,02:49:04.09,-14:28:14.5,Eri,14.90,
NGC1121,G,02:50:39.19,-01:44:02.6,Eri,13.65,
NGC1122,G,02:52:51.20,+42:12:18.1,Per,12.93,
NGC1123,Dup,02:52:51.20,+42:12:18.1,Per,,
NGC1124,G,02:51:35.92,-25:42:06.6,For,14.82,
NGC1125,G,02:51:40.27,-16:39:03.7,Eri,13.44,
NGC1126,G,02:52:18.63,-01:17:45.6,Eri,15.32,
